cau_hoi,intent,entities_required,response_type,tra_loi,is_template_row,note
Quy ??nh ??ng k? t?n ch? t?i ?a,quy_che_dao_tao,chu_de_quy_che,faq,"B?n mu?n xem quy ch? ??o t?o theo ch? ?? n?o (??ng k? h?c ph?n, ?i?m s?, c?nh b?o h?c v?, x?t t?t nghi?p)?",1,Bo sung cau hoi mau #16 cho intent quy_che_dao_tao
Quy ??nh chu?n ??u ra,quy_che_dao_tao,chu_de_quy_che,faq,"B?n mu?n xem quy ch? ??o t?o theo ch? ?? n?o (??ng k? h?c ph?n, ?i?m s?, c?nh b?o h?c v?, x?t t?t nghi?p)?",1,Bo sung cau hoi mau #17 cho intent quy_che_dao_tao
Quy ch? x? l? vi ph?m thi c?,quy_che_dao_tao,chu_de_quy_che,faq,"B?n mu?n xem quy ch? ??o t?o theo ch? ?? n?o (??ng k? h?c ph?n, ?i?m s?, c?nh b?o h?c v?, x?t t?t nghi?p)?",1,Bo sung cau hoi mau #18 cho intent quy_che_dao_tao
Quy ??nh ?i?m F x? l? th? n?o?,quy_che_dao_tao,chu_de_quy_che,faq,"B?n mu?n xem quy ch? ??o t?o theo ch? ?? n?o (??ng k? h?c ph?n, ?i?m s?, c?nh b?o h?c v?, x?t t?t nghi?p)?",1,Bo sung cau hoi mau #19 cho intent quy_che_dao_tao
Cho em link quy ch? ??o t?o,quy_che_dao_tao,chu_de_quy_che,faq,"B?n mu?n xem quy ch? ??o t?o theo ch? ?? n?o (??ng k? h?c ph?n, ?i?m s?, c?nh b?o h?c v?, x?t t?t nghi?p)?",1,Bo sung cau hoi mau #20 cho intent quy_che_dao_tao
Cho m?nh h?i th?m v? quy_che_dao_tao #21,quy_che_dao_tao,chu_de_quy_che,faq,"B?n mu?n xem quy ch? ??o t?o theo ch? ?? n?o (??ng k? h?c ph?n, ?i?m s?, c?nh b?o h?c v?, x?t t?t nghi?p)?",1,Bo sung cau hoi mau #21 cho intent quy_che_dao_tao
Cho m?nh h?i th?m v? quy_che_dao_tao #22,quy_che_dao_tao,chu_de_quy_che,faq,"B?n mu?n xem quy ch? ??o t?o theo ch? ?? n?o (??ng k? h?c ph?n, ?i?m s?, c?nh b?o h?c v?, x?t t?t nghi?p)?",1,Bo sung cau hoi mau #22 cho intent quy_che_dao_tao
Cho m?nh h?i th?m v? quy_che_dao_tao #23,quy_che_dao_tao,chu_de_quy_che,faq,"B?n mu?n xem quy ch? ??o t?o theo ch? ?? n?o (??ng k? h?c ph?n, ?i?m s?, c?nh b?o h?c v?, x?t t?t nghi?p)?",1,Bo sung cau hoi mau #23 cho intent quy_che_dao_tao
Cho m?nh h?i th?m v? quy_che_dao_tao #24,quy_che_dao_tao,chu_de_quy_che,faq,"B?n mu?n xem quy ch? ??o t?o theo ch? ?? n?o (??ng k? h?c ph?n, ?i?m s?, c?nh b?o h?c v?, x?t t?t nghi?p)?",1,Bo sung cau hoi mau #24 cho intent quy_che_dao_tao
Cho m?nh h?i th?m v? quy_che_dao_tao #25,quy_che_dao_tao,chu_de_quy_che,faq,"B?n mu?n xem quy ch? ??o t?o theo ch? ?? n?o (??ng k? h?c ph?n, ?i?m s?, c?nh b?o h?c v?, x?t t?t nghi?p)?",1,Bo sung cau hoi mau #25 cho intent quy_che_dao_tao
Quy định thi lại,quy_dinh_thi_lai_hoc_lai,ma_mon|ten_mon,faq,B?n mu?n h?i quy ??nh thi l?i/h?c l?i cho m?n n?o ?? m?nh tr? l?i ch?nh x?c h?n?,0,
Quy định học lại,quy_dinh_thi_lai_hoc_lai,ma_mon|ten_mon,faq,B?n mu?n h?i quy ??nh thi l?i/h?c l?i cho m?n n?o ?? m?nh tr? l?i ch?nh x?c h?n?,0,
Rớt môn thì làm sao,quy_dinh_thi_lai_hoc_lai,ma_mon|ten_mon,faq,B?n mu?n h?i quy ??nh thi l?i/h?c l?i cho m?n n?o ?? m?nh tr? l?i ch?nh x?c h?n?,0,
Thi lại tối đa mấy lần,quy_dinh_thi_lai_hoc_lai,ma_mon|ten_mon,faq,B?n mu?n h?i quy ??nh thi l?i/h?c l?i cho m?n n?o ?? m?nh tr? l?i ch?nh x?c h?n?,0,
Học lại có giới hạn không,quy_dinh_thi_lai_hoc_lai,ma_mon|ten_mon,faq,B?n mu?n h?i quy ??nh thi l?i/h?c l?i cho m?n n?o ?? m?nh tr? l?i ch?nh x?c h?n?,0,
Quy ??nh thi l?i nh? th? n?o?,quy_dinh_thi_lai_hoc_lai,ma_mon|ten_mon,faq,B?n mu?n h?i quy ??nh thi l?i/h?c l?i cho m?n n?o ?? m?nh tr? l?i ch?nh x?c h?n?,1,Bo sung cau hoi mau #1 cho intent quy_dinh_thi_lai_hoc_lai
Khi n?o ???c thi l?i m?n?,quy_dinh_thi_lai_hoc_lai,ma_mon|ten_mon,faq,B?n mu?n h?i quy ??nh thi l?i/h?c l?i cho m?n n?o ?? m?nh tr? l?i ch?nh x?c h?n?,1,Bo sung cau hoi mau #2 cho intent quy_dinh_thi_lai_hoc_lai
Thi l?i c? m?t ph? kh?ng?,quy_dinh_thi_lai_hoc_lai,ma_mon|ten_mon,faq,B?n mu?n h?i quy ??nh thi l?i/h?c l?i cho m?n n?o ?? m?nh tr? l?i ch?nh x?c h?n?,1,Bo sung cau hoi mau #3 cho intent quy_dinh_thi_lai_hoc_lai
?i?m D c? c?n h?c l?i kh?ng?,quy_dinh_thi_lai_hoc_lai,ma_mon|ten_mon,faq,B?n mu?n h?i quy ??nh thi l?i/h?c l?i cho m?n n?o ?? m?nh tr? l?i ch?nh x?c h?n?,1,Bo sung cau hoi mau #4 cho intent quy_dinh_thi_lai_hoc_lai
M?n F th? thi l?i hay h?c l?i?,quy_dinh_thi_lai_hoc_lai,ma_mon|ten_mon,faq,B?n mu?n h?i quy ??nh thi l?i/h?c l?i cho m?n n?o ?? m?nh tr? l?i ch?nh x?c h?n?,1,Bo sung cau hoi mau #5 cho intent quy_dinh_thi_lai_hoc_lai
??ng k? thi l?i ? ??u?,quy_dinh_thi_lai_hoc_lai,ma_mon|ten_mon,faq,B?n mu?n h?i quy ??nh thi l?i/h?c l?i cho m?n n?o ?? m?nh tr? l?i ch?nh x?c h?n?,1,Bo sung cau hoi mau #6 cho intent quy_dinh_thi_lai_hoc_lai
H?c l?i m?n c? t?nh ?i?m th? n?o?,quy_dinh_thi_lai_hoc_lai,ma_mon|ten_mon,faq,B?n mu?n h?i quy ??nh thi l?i/h?c l?i cho m?n n?o ?? m?nh tr? l?i ch?nh x?c h?n?,1,Bo sung cau hoi mau #7 cho intent quy_dinh_thi_lai_hoc_lai
Thi c?i thi?n ?i?m quy ??nh ra sao?,quy_dinh_thi_lai_hoc_lai,ma_mon|ten_mon,faq,B?n mu?n h?i quy ??nh thi l?i/h?c l?i cho m?n n?o ?? m?nh tr? l?i ch?nh x?c h?n?,1,Bo sung cau hoi mau #8 cho intent quy_dinh_thi_lai_hoc_lai
M?i m?n ???c thi l?i m?y l?n?,quy_dinh_thi_lai_hoc_lai,ma_mon|ten_mon,faq,B?n mu?n h?i quy ??nh thi l?i/h?c l?i cho m?n n?o ?? m?nh tr? l?i ch?nh x?c h?n?,1,Bo sung cau hoi mau #9 cho intent quy_dinh_thi_lai_hoc_lai
H?c l?i c? m? l?p ri?ng kh?ng?,quy_dinh_thi_lai_hoc_lai,ma_mon|ten_mon,faq,B?n mu?n h?i quy ??nh thi l?i/h?c l?i cho m?n n?o ?? m?nh tr? l?i ch?nh x?c h?n?,1,Bo sung cau hoi mau #10 cho intent quy_dinh_thi_lai_hoc_lai
?i?u ki?n ??ng k? h?c l?i,quy_dinh_thi_lai_hoc_lai,ma_mon|ten_mon,faq,B?n mu?n h?i quy ??nh thi l?i/h?c l?i cho m?n n?o ?? m?nh tr? l?i ch?nh x?c h?n?,1,Bo sung cau hoi mau #11 cho intent quy_dinh_thi_lai_hoc_lai
Thi l?i c? thay ?i?m c? kh?ng?,quy_dinh_thi_lai_hoc_lai,ma_mon|ten_mon,faq,B?n mu?n h?i quy ??nh thi l?i/h?c l?i cho m?n n?o ?? m?nh tr? l?i ch?nh x?c h?n?,1,Bo sung cau hoi mau #12 cho intent quy_dinh_thi_lai_hoc_lai
M?n th?c h?nh c? ???c thi l?i kh?ng?,quy_dinh_thi_lai_hoc_lai,ma_mon|ten_mon,faq,B?n mu?n h?i quy ??nh thi l?i/h?c l?i cho m?n n?o ?? m?nh tr? l?i ch?nh x?c h?n?,1,Bo sung cau hoi mau #13 cho intent quy_dinh_thi_lai_hoc_lai
Thi l?i kh?c h?c l?i th? n?o?,quy_dinh_thi_lai_hoc_lai,ma_mon|ten_mon,faq,B?n mu?n h?i quy ??nh thi l?i/h?c l?i cho m?n n?o ?? m?nh tr? l?i ch?nh x?c h?n?,1,Bo sung cau hoi mau #14 cho intent quy_dinh_thi_lai_hoc_lai
H?n ??ng k? thi l?i,quy_dinh_thi_lai_hoc_lai,ma_mon|ten_mon,faq,B?n mu?n h?i quy ??nh thi l?i/h?c l?i cho m?n n?o ?? m?nh tr? l?i ch?nh x?c h?n?,1,Bo sung cau hoi mau #15 cho intent quy_dinh_thi_lai_hoc_lai
??ng ph? thi l?i khi n?o?,quy_dinh_thi_lai_hoc_lai,ma_mon|ten_mon,faq,B?n mu?n h?i quy ??nh thi l?i/h?c l?i cho m?n n?o ?? m?nh tr? l?i ch?nh x?c h?n?,1,Bo sung cau hoi mau #16 cho intent quy_dinh_thi_lai_hoc_lai
?i?m h?c l?i t?nh GPA kh?ng?,quy_dinh_thi_lai_hoc_lai,ma_mon|ten_mon,faq,B?n mu?n h?i quy ??nh thi l?i/h?c l?i cho m?n n?o ?? m?nh tr? l?i ch?nh x?c h?n?,1,Bo sung cau hoi mau #17 cho intent quy_dinh_thi_lai_hoc_lai
Thi l?i tr??t th? sao?,quy_dinh_thi_lai_hoc_lai,ma_mon|ten_mon,faq,B?n mu?n h?i quy ??nh thi l?i/h?c l?i cho m?n n?o ?? m?nh tr? l?i ch?nh x?c h?n?,1,Bo sung cau hoi mau #18 cho intent quy_dinh_thi_lai_hoc_lai
Quy ??nh h?c l?i m?n ti?n quy?t,quy_dinh_thi_lai_hoc_lai,ma_mon|ten_mon,faq,B?n mu?n h?i quy ??nh thi l?i/h?c l?i cho m?n n?o ?? m?nh tr? l?i ch?nh x?c h?n?,1,Bo sung cau hoi mau #19 cho intent quy_dinh_thi_lai_hoc_lai
L?ch thi l?i c?ng b? ? ??u?,quy_dinh_thi_lai_hoc_lai,ma_mon|ten_mon,faq,B?n mu?n h?i quy ??nh thi l?i/h?c l?i cho m?n n?o ?? m?nh tr? l?i ch?nh x?c h?n?,1,Bo sung cau hoi mau #20 cho intent quy_dinh_thi_lai_hoc_lai
Cho m?nh h?i th?m v? quy_dinh_thi_lai_hoc_lai #21,quy_dinh_thi_lai_hoc_lai,ma_mon|ten_mon,faq,B?n mu?n h?i quy ??nh thi l?i/h?c l?i cho m?n n?o ?? m?nh tr? l?i ch?nh x?c h?n?,1,Bo sung cau hoi mau #21 cho intent quy_dinh_thi_lai_hoc_lai
Cho m?nh h?i th?m v? quy_dinh_thi_lai_hoc_lai #22,quy_dinh_thi_lai_hoc_lai,ma_mon|ten_mon,faq,B?n mu?n h?i quy ??nh thi l?i/h?c l?i cho m?n n?o ?? m?nh tr? l?i ch?nh x?c h?n?,1,Bo sung cau hoi mau #22 cho intent quy_dinh_thi_lai_hoc_lai
Cho m?nh h?i th?m v? quy_dinh_thi_lai_hoc_lai #23,quy_dinh_thi_lai_hoc_lai,ma_mon|ten_mon,faq,B?n mu?n h?i quy ??nh thi l?i/h?c l?i cho m?n n?o ?? m?nh tr? l?i ch?nh x?c h?n?,1,Bo sung cau hoi mau #23 cho intent quy_dinh_thi_lai_hoc_lai
Cho m?nh h?i th?m v? quy_dinh_thi_lai_hoc_lai #24,quy_dinh_thi_lai_hoc_lai,ma_mon|ten_mon,faq,B?n mu?n h?i quy ??nh thi l?i/h?c l?i cho m?n n?o ?? m?nh tr? l?i ch?nh x?c h?n?,1,Bo sung cau hoi mau #24 cho intent quy_dinh_thi_lai_hoc_lai
Cho m?nh h?i th?m v? quy_dinh_thi_lai_hoc_lai #25,quy_dinh_thi_lai_hoc_lai,ma_mon|ten_mon,faq,B?n mu?n h?i quy ??nh thi l?i/h?c l?i cho m?n n?o ?? m?nh tr? l?i ch?nh x?c h?n?,1,Bo sung cau hoi mau #25 cho intent quy_dinh_thi_lai_hoc_lai
Khi nào đóng học phí,thoi_gian_dong_hoc_phi,"hoc_ky,nam_hoc",faq,Th?i gian ??ng h?c ph? ph? thu?c h?c k? v? th?ng b?o c?a tr??ng. B?n mu?n tra c?u h?c k? n?o?,0,
Hạn đóng học phí là khi nào,thoi_gian_dong_hoc_phi,"hoc_ky,nam_hoc",faq,Th?i gian ??ng h?c ph? ph? thu?c h?c k? v? th?ng b?o c?a tr??ng. B?n mu?n tra c?u h?c k? n?o?,0,
Thời gian đóng học phí kỳ này,thoi_gian_dong_hoc_phi,"hoc_ky,nam_hoc",faq,Th?i gian ??ng h?c ph? ph? thu?c h?c k? v? th?ng b?o c?a tr??ng. B?n mu?n tra c?u h?c k? n?o?,0,
Đóng học phí lúc nào,thoi_gian_dong_hoc_phi,"hoc_ky,nam_hoc",faq,Th?i gian ??ng h?c ph? ph? thu?c h?c k? v? th?ng b?o c?a tr??ng. B?n mu?n tra c?u h?c k? n?o?,0,
Deadline đóng học phí,thoi_gian_dong_hoc_phi,"hoc_ky,nam_hoc",faq,Th?i gian ??ng h?c ph? ph? thu?c h?c k? v? th?ng b?o c?a tr??ng. B?n mu?n tra c?u h?c k? n?o?,0,
Khi n?o ??ng h?c ph? h?c k? n?y?,thoi_gian_dong_hoc_phi,"hoc_ky,nam_hoc",faq,Th?i gian ??ng h?c ph? ph? thu?c h?c k? v? th?ng b?o c?a tr??ng. B?n mu?n tra c?u h?c k? n?o?,1,Bo sung cau hoi mau #1 cho intent thoi_gian_dong_hoc_phi
H?n ??ng h?c ph? l? ng?y n?o?,thoi_gian_dong_hoc_phi,"hoc_ky,nam_hoc",faq,Th?i gian ??ng h?c ph? ph? thu?c h?c k? v? th?ng b?o c?a tr??ng. B?n mu?n tra c?u h?c k? n?o?,1,Bo sung cau hoi mau #2 cho intent thoi_gian_dong_hoc_phi
L?ch ??ng h?c ph? n?m nay,thoi_gian_dong_hoc_phi,"hoc_ky,nam_hoc",faq,Th?i gian ??ng h?c ph? ph? thu?c h?c k? v? th?ng b?o c?a tr??ng. B?n mu?n tra c?u h?c k? n?o?,1,Bo sung cau hoi mau #3 cho intent thoi_gian_dong_hoc_phi
??t 1 ??ng h?c ph? khi n?o?,thoi_gian_dong_hoc_phi,"hoc_ky,nam_hoc",faq,Th?i gian ??ng h?c ph? ph? thu?c h?c k? v? th?ng b?o c?a tr??ng. B?n mu?n tra c?u h?c k? n?o?,1,Bo sung cau hoi mau #4 cho intent thoi_gian_dong_hoc_phi
C? gia h?n ??ng h?c ph? kh?ng?,thoi_gian_dong_hoc_phi,"hoc_ky,nam_hoc",faq,Th?i gian ??ng h?c ph? ph? thu?c h?c k? v? th?ng b?o c?a tr??ng. B?n mu?n tra c?u h?c k? n?o?,1,Bo sung cau hoi mau #5 cho intent thoi_gian_dong_hoc_phi
Th?i gian thu h?c ph? h?c k? 2,thoi_gian_dong_hoc_phi,"hoc_ky,nam_hoc",faq,Th?i gian ??ng h?c ph? ph? thu?c h?c k? v? th?ng b?o c?a tr??ng. B?n mu?n tra c?u h?c k? n?o?,1,Bo sung cau hoi mau #6 cho intent thoi_gian_dong_hoc_phi
Bao gi? m? c?ng ??ng h?c ph??,thoi_gian_dong_hoc_phi,"hoc_ky,nam_hoc",faq,Th?i gian ??ng h?c ph? ph? thu?c h?c k? v? th?ng b?o c?a tr??ng. B?n mu?n tra c?u h?c k? n?o?,1,Bo sung cau hoi mau #7 cho intent thoi_gian_dong_hoc_phi
??ng h?c ph? ??n ng?y m?y?,thoi_gian_dong_hoc_phi,"hoc_ky,nam_hoc",faq,Th?i gian ??ng h?c ph? ph? thu?c h?c k? v? th?ng b?o c?a tr??ng. B?n mu?n tra c?u h?c k? n?o?,1,Bo sung cau hoi mau #8 cho intent thoi_gian_dong_hoc_phi
Th?ng b?o th?i h?n ??ng h?c ph?,thoi_gian_dong_hoc_phi,"hoc_ky,nam_hoc",faq,Th?i gian ??ng h?c ph? ph? thu?c h?c k? v? th?ng b?o c?a tr??ng. B?n mu?n tra c?u h?c k? n?o?,1,Bo sung cau hoi mau #9 cho intent thoi_gian_dong_hoc_phi
M?c th?i gian n?p h?c ph?,thoi_gian_dong_hoc_phi,"hoc_ky,nam_hoc",faq,Th?i gian ??ng h?c ph? ph? thu?c h?c k? v? th?ng b?o c?a tr??ng. B?n mu?n tra c?u h?c k? n?o?,1,Bo sung cau hoi mau #10 cho intent thoi_gian_dong_hoc_phi
Cho em l?ch ??ng h?c ph?,thoi_gian_dong_hoc_phi,"hoc_ky,nam_hoc",faq,Th?i gian ??ng h?c ph? ph? thu?c h?c k? v? th?ng b?o c?a tr??ng. B?n mu?n tra c?u h?c k? n?o?,1,Bo sung cau hoi mau #11 cho intent thoi_gian_dong_hoc_phi
H?c k? n?y ??ng h?c ph? l?c n?o?,thoi_gian_dong_hoc_phi,"hoc_ky,nam_hoc",faq,Th?i gian ??ng h?c ph? ph? thu?c h?c k? v? th?ng b?o c?a tr??ng. B?n mu?n tra c?u h?c k? n?o?,1,Bo sung cau hoi mau #12 cho intent thoi_gian_dong_hoc_phi
??t b? sung h?c ph? khi n?o?,thoi_gian_dong_hoc_phi,"hoc_ky,nam_hoc",faq,Th?i gian ??ng h?c ph? ph? thu?c h?c k? v? th?ng b?o c?a tr??ng. B?n mu?n tra c?u h?c k? n?o?,1,Bo sung cau hoi mau #13 cho intent thoi_gian_dong_hoc_phi
Deadline h?c ph? l? g??,thoi_gian_dong_hoc_phi,"hoc_ky,nam_hoc",faq,Th?i gian ??ng h?c ph? ph? thu?c h?c k? v? th?ng b?o c?a tr??ng. B?n mu?n tra c?u h?c k? n?o?,1,Bo sung cau hoi mau #14 cho intent thoi_gian_dong_hoc_phi
M?y gi? ??ng c?ng h?c ph??,thoi_gian_dong_hoc_phi,"hoc_ky,nam_hoc",faq,Th?i gian ??ng h?c ph? ph? thu?c h?c k? v? th?ng b?o c?a tr??ng. B?n mu?n tra c?u h?c k? n?o?,1,Bo sung cau hoi mau #15 cho intent thoi_gian_dong_hoc_phi
Tr? h?n ??ng h?c ph? x? l? sao?,thoi_gian_dong_hoc_phi,"hoc_ky,nam_hoc",faq,Th?i gian ??ng h?c ph? ph? thu?c h?c k? v? th?ng b?o c?a tr??ng. B?n mu?n tra c?u h?c k? n?o?,1,Bo sung cau hoi mau #16 cho intent thoi_gian_dong_hoc_phi
L?ch thu h?c ph? m?i nh?t,thoi_gian_dong_hoc_phi,"hoc_ky,nam_hoc",faq,Th?i gian ??ng h?c ph? ph? thu?c h?c k? v? th?ng b?o c?a tr??ng. B?n mu?n tra c?u h?c k? n?o?,1,Bo sung cau hoi mau #17 cho intent thoi_gian_dong_hoc_phi
Khi n?o c? th?ng b?o ??ng ph??,thoi_gian_dong_hoc_phi,"hoc_ky,nam_hoc",faq,Th?i gian ??ng h?c ph? ph? thu?c h?c k? v? th?ng b?o c?a tr??ng. B?n mu?n tra c?u h?c k? n?o?,1,Bo sung cau hoi mau #18 cho intent thoi_gian_dong_hoc_phi
Cho bi?t khung th?i gian ??ng h?c ph?,thoi_gian_dong_hoc_phi,"hoc_ky,nam_hoc",faq,Th?i gian ??ng h?c ph? ph? thu?c h?c k? v? th?ng b?o c?a tr??ng. B?n mu?n tra c?u h?c k? n?o?,1,Bo sung cau hoi mau #19 cho intent thoi_gian_dong_hoc_phi
Th?i gian n?p h?c ph? c?a sinh vi?n,thoi_gian_dong_hoc_phi,"hoc_ky,nam_hoc",faq,Th?i gian ??ng h?c ph? ph? thu?c h?c k? v? th?ng b?o c?a tr??ng. B?n mu?n tra c?u h?c k? n?o?,1,Bo sung cau hoi mau #20 cho intent thoi_gian_dong_hoc_phi
Cho m?nh h?i th?m v? thoi_gian_dong_hoc_phi #21,thoi_gian_dong_hoc_phi,"hoc_ky,nam_hoc",faq,Th?i gian ??ng h?c ph? ph? thu?c h?c k? v? th?ng b?o c?a tr??ng. B?n mu?n tra c?u h?c k? n?o?,1,Bo sung cau hoi mau #21 cho intent thoi_gian_dong_hoc_phi
Cho m?nh h?i th?m v? thoi_gian_dong_hoc_phi #22,thoi_gian_dong_hoc_phi,"hoc_ky,nam_hoc",faq,Th?i gian ??ng h?c ph? ph? thu?c h?c k? v? th?ng b?o c?a tr??ng. B?n mu?n tra c?u h?c k? n?o?,1,Bo sung cau hoi mau #22 cho intent thoi_gian_dong_hoc_phi
Cho m?nh h?i th?m v? thoi_gian_dong_hoc_phi #23,thoi_gian_dong_hoc_phi,"hoc_ky,nam_hoc",faq,Th?i gian ??ng h?c ph? ph? thu?c h?c k? v? th?ng b?o c?a tr??ng. B?n mu?n tra c?u h?c k? n?o?,1,Bo sung cau hoi mau #23 cho intent thoi_gian_dong_hoc_phi
Cho m?nh h?i th?m v? thoi_gian_dong_hoc_phi #24,thoi_gian_dong_hoc_phi,"hoc_ky,nam_hoc",faq,Th?i gian ??ng h?c ph? ph? thu?c h?c k? v? th?ng b?o c?a tr??ng. B?n mu?n tra c?u h?c k? n?o?,1,Bo sung cau hoi mau #24 cho intent thoi_gian_dong_hoc_phi
Cho m?nh h?i th?m v? thoi_gian_dong_hoc_phi #25,thoi_gian_dong_hoc_phi,"hoc_ky,nam_hoc",faq,Th?i gian ??ng h?c ph? ph? thu?c h?c k? v? th?ng b?o c?a tr??ng. B?n mu?n tra c?u h?c k? n?o?,1,Bo sung cau hoi mau #25 cho intent thoi_gian_dong_hoc_phi
Thời gian mở hệ thống,thoi_gian_mo_dong_he_thong,"chuc_nang,hoc_ky|dot",faq,"B?n mu?n tra c?u th?i gian m?/??ng h? th?ng cho ch?c n?ng n?o (??ng k? m?n, h?c ph?, kh?o s?t, ...) ?",0,
Thời gian đóng hệ thống,thoi_gian_mo_dong_he_thong,"chuc_nang,hoc_ky|dot",faq,"B?n mu?n tra c?u th?i gian m?/??ng h? th?ng cho ch?c n?ng n?o (??ng k? m?n, h?c ph?, kh?o s?t, ...) ?",0,
Khi nào mở portal,thoi_gian_mo_dong_he_thong,"chuc_nang,hoc_ky|dot",faq,"B?n mu?n tra c?u th?i gian m?/??ng h? th?ng cho ch?c n?ng n?o (??ng k? m?n, h?c ph?, kh?o s?t, ...) ?",0,
Khi nào đóng portal,thoi_gian_mo_dong_he_thong,"chuc_nang,hoc_ky|dot",faq,"B?n mu?n tra c?u th?i gian m?/??ng h? th?ng cho ch?c n?ng n?o (??ng k? m?n, h?c ph?, kh?o s?t, ...) ?",0,
Portal mở đến khi nào,thoi_gian_mo_dong_he_thong,"chuc_nang,hoc_ky|dot",faq,"B?n mu?n tra c?u th?i gian m?/??ng h? th?ng cho ch?c n?ng n?o (??ng k? m?n, h?c ph?, kh?o s?t, ...) ?",0,
Khi n?o m? h? th?ng ??ng k? m?n?,thoi_gian_mo_dong_he_thong,"chuc_nang,hoc_ky|dot",faq,"B?n mu?n tra c?u th?i gian m?/??ng h? th?ng cho ch?c n?ng n?o (??ng k? m?n, h?c ph?, kh?o s?t, ...) ?",1,Bo sung cau hoi mau #1 cho intent thoi_gian_mo_dong_he_thong
Khi n?o ??ng h? th?ng ??ng k? m?n?,thoi_gian_mo_dong_he_thong,"chuc_nang,hoc_ky|dot",faq,"B?n mu?n tra c?u th?i gian m?/??ng h? th?ng cho ch?c n?ng n?o (??ng k? m?n, h?c ph?, kh?o s?t, ...) ?",1,Bo sung cau hoi mau #2 cho intent thoi_gian_mo_dong_he_thong
Gi? m? c?ng h?c ph? l? l?c n?o?,thoi_gian_mo_dong_he_thong,"chuc_nang,hoc_ky|dot",faq,"B?n mu?n tra c?u th?i gian m?/??ng h? th?ng cho ch?c n?ng n?o (??ng k? m?n, h?c ph?, kh?o s?t, ...) ?",1,Bo sung cau hoi mau #3 cho intent thoi_gian_mo_dong_he_thong
Gi? ??ng c?ng h?c ph? l? m?y gi??,thoi_gian_mo_dong_he_thong,"chuc_nang,hoc_ky|dot",faq,"B?n mu?n tra c?u th?i gian m?/??ng h? th?ng cho ch?c n?ng n?o (??ng k? m?n, h?c ph?, kh?o s?t, ...) ?",1,Bo sung cau hoi mau #4 cho intent thoi_gian_mo_dong_he_thong
H? th?ng c? m? cu?i tu?n kh?ng?,thoi_gian_mo_dong_he_thong,"chuc_nang,hoc_ky|dot",faq,"B?n mu?n tra c?u th?i gian m?/??ng h? th?ng cho ch?c n?ng n?o (??ng k? m?n, h?c ph?, kh?o s?t, ...) ?",1,Bo sung cau hoi mau #5 cho intent thoi_gian_mo_dong_he_thong
L?ch m? ??ng h? th?ng tu?n n?y,thoi_gian_mo_dong_he_thong,"chuc_nang,hoc_ky|dot",faq,"B?n mu?n tra c?u th?i gian m?/??ng h? th?ng cho ch?c n?ng n?o (??ng k? m?n, h?c ph?, kh?o s?t, ...) ?",1,Bo sung cau hoi mau #6 cho intent thoi_gian_mo_dong_he_thong
Khi n?o m? ch?c n?ng ph?c kh?o?,thoi_gian_mo_dong_he_thong,"chuc_nang,hoc_ky|dot",faq,"B?n mu?n tra c?u th?i gian m?/??ng h? th?ng cho ch?c n?ng n?o (??ng k? m?n, h?c ph?, kh?o s?t, ...) ?",1,Bo sung cau hoi mau #7 cho intent thoi_gian_mo_dong_he_thong
Bao gi? ??ng ch?c n?ng ph?c kh?o?,thoi_gian_mo_dong_he_thong,"chuc_nang,hoc_ky|dot",faq,"B?n mu?n tra c?u th?i gian m?/??ng h? th?ng cho ch?c n?ng n?o (??ng k? m?n, h?c ph?, kh?o s?t, ...) ?",1,Bo sung cau hoi mau #8 cho intent thoi_gian_mo_dong_he_thong
Th?i gian m? h? th?ng kh?o s?t m?n h?c,thoi_gian_mo_dong_he_thong,"chuc_nang,hoc_ky|dot",faq,"B?n mu?n tra c?u th?i gian m?/??ng h? th?ng cho ch?c n?ng n?o (??ng k? m?n, h?c ph?, kh?o s?t, ...) ?",1,Bo sung cau hoi mau #9 cho intent thoi_gian_mo_dong_he_thong
C?ng sinh vi?n m? t? m?y gi??,thoi_gian_mo_dong_he_thong,"chuc_nang,hoc_ky|dot",faq,"B?n mu?n tra c?u th?i gian m?/??ng h? th?ng cho ch?c n?ng n?o (??ng k? m?n, h?c ph?, kh?o s?t, ...) ?",1,Bo sung cau hoi mau #10 cho intent thoi_gian_mo_dong_he_thong
C?ng sinh vi?n ??ng l?c n?o?,thoi_gian_mo_dong_he_thong,"chuc_nang,hoc_ky|dot",faq,"B?n mu?n tra c?u th?i gian m?/??ng h? th?ng cho ch?c n?ng n?o (??ng k? m?n, h?c ph?, kh?o s?t, ...) ?",1,Bo sung cau hoi mau #11 cho intent thoi_gian_mo_dong_he_thong
L?ch m? ??ng h? th?ng h?c k? n?y,thoi_gian_mo_dong_he_thong,"chuc_nang,hoc_ky|dot",faq,"B?n mu?n tra c?u th?i gian m?/??ng h? th?ng cho ch?c n?ng n?o (??ng k? m?n, h?c ph?, kh?o s?t, ...) ?",1,Bo sung cau hoi mau #12 cho intent thoi_gian_mo_dong_he_thong
H? th?ng ??ng k? m?n m? ??t b? sung khi n?o?,thoi_gian_mo_dong_he_thong,"chuc_nang,hoc_ky|dot",faq,"B?n mu?n tra c?u th?i gian m?/??ng h? th?ng cho ch?c n?ng n?o (??ng k? m?n, h?c ph?, kh?o s?t, ...) ?",1,Bo sung cau hoi mau #13 cho intent thoi_gian_mo_dong_he_thong
